Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 1.6986e-01, PNorm = 59.6040, GNorm = 0.7940, lr_0 = 1.0000e-03
Loss = 1.6617e-01, PNorm = 59.6158, GNorm = 0.3479, lr_0 = 1.0000e-03
Loss = 1.6425e-01, PNorm = 59.6275, GNorm = 0.4204, lr_0 = 1.0000e-03
Loss = 1.9019e-01, PNorm = 59.6397, GNorm = 0.7115, lr_0 = 1.0000e-03
Loss = 1.8493e-01, PNorm = 59.6515, GNorm = 0.7487, lr_0 = 1.0000e-03
Loss = 1.8450e-01, PNorm = 59.6625, GNorm = 0.5149, lr_0 = 1.0000e-03
Loss = 1.7813e-01, PNorm = 59.6742, GNorm = 0.6935, lr_0 = 1.0000e-03
Loss = 1.5915e-01, PNorm = 59.6858, GNorm = 0.3910, lr_0 = 1.0000e-03
Loss = 1.8240e-01, PNorm = 59.6968, GNorm = 0.4489, lr_0 = 1.0000e-03
Loss = 1.6338e-01, PNorm = 59.7073, GNorm = 0.6276, lr_0 = 1.0000e-03
Loss = 1.8978e-01, PNorm = 59.7165, GNorm = 0.8528, lr_0 = 1.0000e-03
Loss = 1.8220e-01, PNorm = 59.7262, GNorm = 0.5047, lr_0 = 1.0000e-03
Loss = 2.3568e-01, PNorm = 59.7371, GNorm = 1.5055, lr_0 = 1.0000e-03
Loss = 1.8126e-01, PNorm = 59.7481, GNorm = 0.4528, lr_0 = 1.0000e-03
Loss = 1.9973e-01, PNorm = 59.7579, GNorm = 1.3537, lr_0 = 1.0000e-03
Validation auc = 0.901769
round 0 best train auc = 0.976419 on epoch 34
round 0 best validation auc = 0.901769 on epoch 34
Epoch 35
Loss = 2.0124e-01, PNorm = 59.7667, GNorm = 1.0959, lr_0 = 1.0000e-03
Loss = 2.2095e-01, PNorm = 56.8551, GNorm = 1.2117, lr_0 = 1.0000e-03
Loss = 2.0482e-01, PNorm = 59.7771, GNorm = 1.3901, lr_0 = 1.0000e-03
Loss = 2.1927e-01, PNorm = 56.8676, GNorm = 0.6716, lr_0 = 1.0000e-03
Loss = 2.0965e-01, PNorm = 59.7901, GNorm = 1.6481, lr_0 = 1.0000e-03
Validation auc = 0.900700
round 0 best train auc = 0.975931 on epoch 32
round 0 best validation auc = 0.900700 on epoch 32
Epoch 33
Loss = 2.4602e-01, PNorm = 56.8797, GNorm = 1.1884, lr_0 = 1.0000e-03
Loss = 2.0339e-01, PNorm = 56.2437, GNorm = 0.6152, lr_0 = 1.0000e-03
Loss = 1.7120e-01, PNorm = 59.8021, GNorm = 1.1747, lr_0 = 1.0000e-03
Loss = 2.0879e-01, PNorm = 56.8916, GNorm = 0.9873, lr_0 = 1.0000e-03
Loss = 1.7348e-01, PNorm = 56.2577, GNorm = 0.3379, lr_0 = 1.0000e-03
Loss = 2.1930e-01, PNorm = 59.8120, GNorm = 1.2295, lr_0 = 1.0000e-03
Loss = 2.0088e-01, PNorm = 56.9030, GNorm = 1.0237, lr_0 = 1.0000e-03
Loss = 1.7283e-01, PNorm = 59.8224, GNorm = 0.3256, lr_0 = 1.0000e-03
Loss = 2.0675e-01, PNorm = 56.2716, GNorm = 0.4520, lr_0 = 1.0000e-03
Loss = 2.2111e-01, PNorm = 56.9139, GNorm = 1.0808, lr_0 = 1.0000e-03
Loss = 1.8714e-01, PNorm = 56.2852, GNorm = 0.4207, lr_0 = 1.0000e-03
Loss = 1.8388e-01, PNorm = 59.8341, GNorm = 1.1166, lr_0 = 1.0000e-03
Loss = 2.1101e-01, PNorm = 56.9257, GNorm = 1.0291, lr_0 = 1.0000e-03
Validation auc = 0.772779
round 0 best train auc = 0.788232 on epoch 2
round 0 best validation auc = 0.772779 on epoch 2
Epoch 3
Loss = 2.1631e-01, PNorm = 59.8460, GNorm = 0.7191, lr_0 = 1.0000e-03
Loss = 2.0310e-01, PNorm = 56.2985, GNorm = 0.4021, lr_0 = 1.0000e-03
Loss = 2.7072e-01, PNorm = 56.9376, GNorm = 1.2616, lr_0 = 1.0000e-03
Loss = 5.4697e-01, PNorm = 35.9969, GNorm = 0.2275, lr_0 = 1.0000e-03
Loss = 1.7325e-01, PNorm = 59.8576, GNorm = 0.5199, lr_0 = 1.0000e-03
Loss = 2.0474e-01, PNorm = 56.3123, GNorm = 0.5998, lr_0 = 1.0000e-03
Loss = 2.0523e-01, PNorm = 56.9498, GNorm = 0.8276, lr_0 = 1.0000e-03
Loss = 5.5287e-01, PNorm = 36.0081, GNorm = 0.3682, lr_0 = 1.0000e-03
Loss = 2.2040e-01, PNorm = 59.8672, GNorm = 1.3260, lr_0 = 1.0000e-03
Loss = 1.9636e-01, PNorm = 56.9617, GNorm = 0.9999, lr_0 = 1.0000e-03
Loss = 1.8577e-01, PNorm = 56.3261, GNorm = 0.4271, lr_0 = 1.0000e-03
Loss = 5.1477e-01, PNorm = 36.0190, GNorm = 0.5323, lr_0 = 1.0000e-03
Loss = 2.1848e-01, PNorm = 59.8763, GNorm = 0.5118, lr_0 = 1.0000e-03
Loss = 1.9681e-01, PNorm = 56.3396, GNorm = 0.5947, lr_0 = 1.0000e-03
Loss = 1.9665e-01, PNorm = 56.9737, GNorm = 0.5709, lr_0 = 1.0000e-03
Loss = 5.2642e-01, PNorm = 36.0300, GNorm = 0.3496, lr_0 = 1.0000e-03
Loss = 2.2174e-01, PNorm = 56.3533, GNorm = 0.7213, lr_0 = 1.0000e-03
Loss = 2.4128e-01, PNorm = 59.8873, GNorm = 1.7623, lr_0 = 1.0000e-03
Loss = 1.8140e-01, PNorm = 59.8987, GNorm = 1.1173, lr_0 = 1.0000e-03
Loss = 1.9710e-01, PNorm = 56.9863, GNorm = 0.9876, lr_0 = 1.0000e-03
Loss = 2.2879e-01, PNorm = 56.3665, GNorm = 0.4991, lr_0 = 1.0000e-03
Loss = 5.1482e-01, PNorm = 36.0415, GNorm = 0.2656, lr_0 = 1.0000e-03
Loss = 2.4473e-01, PNorm = 56.9999, GNorm = 1.4704, lr_0 = 1.0000e-03
Loss = 2.0027e-01, PNorm = 56.3801, GNorm = 0.9262, lr_0 = 1.0000e-03
Loss = 5.3424e-01, PNorm = 36.0530, GNorm = 0.2704, lr_0 = 1.0000e-03
Loss = 2.0847e-01, PNorm = 57.0132, GNorm = 0.7755, lr_0 = 1.0000e-03
Loss = 2.0970e-01, PNorm = 56.3934, GNorm = 0.4534, lr_0 = 1.0000e-03
Loss = 5.2983e-01, PNorm = 36.0639, GNorm = 0.6367, lr_0 = 1.0000e-03
Loss = 2.6049e-01, PNorm = 57.0256, GNorm = 1.8344, lr_0 = 1.0000e-03
Loss = 2.3456e-01, PNorm = 56.4061, GNorm = 0.7462, lr_0 = 1.0000e-03
Loss = 5.3124e-01, PNorm = 36.0748, GNorm = 0.5429, lr_0 = 1.0000e-03
Loss = 2.1452e-01, PNorm = 56.4188, GNorm = 0.4084, lr_0 = 1.0000e-03
Loss = 2.1991e-01, PNorm = 57.0384, GNorm = 0.3888, lr_0 = 1.0000e-03
Loss = 5.2020e-01, PNorm = 36.0864, GNorm = 0.2553, lr_0 = 1.0000e-03
Loss = 2.3326e-01, PNorm = 56.4316, GNorm = 0.7451, lr_0 = 1.0000e-03
Loss = 3.0068e-01, PNorm = 57.0516, GNorm = 1.9748, lr_0 = 1.0000e-03
Loss = 5.1778e-01, PNorm = 36.0977, GNorm = 0.3985, lr_0 = 1.0000e-03
Loss = 2.0030e-01, PNorm = 56.4447, GNorm = 0.4114, lr_0 = 1.0000e-03
Loss = 5.3351e-01, PNorm = 36.1087, GNorm = 0.6385, lr_0 = 1.0000e-03
Loss = 1.7181e-01, PNorm = 57.0647, GNorm = 0.7732, lr_0 = 1.0000e-03
Loss = 2.0824e-01, PNorm = 56.4579, GNorm = 0.4153, lr_0 = 1.0000e-03
Loss = 2.0622e-01, PNorm = 57.0779, GNorm = 1.1426, lr_0 = 1.0000e-03
Loss = 5.2927e-01, PNorm = 36.1204, GNorm = 0.4691, lr_0 = 1.0000e-03
Loss = 2.0309e-01, PNorm = 56.4711, GNorm = 0.6607, lr_0 = 1.0000e-03
Loss = 2.1684e-01, PNorm = 57.0902, GNorm = 1.4284, lr_0 = 1.0000e-03
Loss = 5.2484e-01, PNorm = 36.1322, GNorm = 0.1359, lr_0 = 1.0000e-03
Loss = 2.6494e-01, PNorm = 56.4835, GNorm = 1.2153, lr_0 = 1.0000e-03
Loss = 2.5658e-01, PNorm = 57.1025, GNorm = 0.5158, lr_0 = 1.0000e-03
Loss = 5.3305e-01, PNorm = 36.1448, GNorm = 0.2415, lr_0 = 1.0000e-03
Loss = 2.1626e-01, PNorm = 56.4969, GNorm = 1.0161, lr_0 = 1.0000e-03
Loss = 2.4064e-01, PNorm = 57.1147, GNorm = 1.2708, lr_0 = 1.0000e-03
Loss = 5.4667e-01, PNorm = 36.1574, GNorm = 0.6608, lr_0 = 1.0000e-03
Loss = 2.1753e-01, PNorm = 56.5112, GNorm = 1.4199, lr_0 = 1.0000e-03
Loss = 5.4505e-01, PNorm = 36.1704, GNorm = 0.2309, lr_0 = 1.0000e-03
Loss = 2.1127e-01, PNorm = 57.1278, GNorm = 0.8152, lr_0 = 1.0000e-03
Loss = 2.3725e-01, PNorm = 56.5253, GNorm = 0.6486, lr_0 = 1.0000e-03
Loss = 1.9000e-01, PNorm = 57.1415, GNorm = 0.6739, lr_0 = 1.0000e-03
Loss = 5.4067e-01, PNorm = 36.1835, GNorm = 0.4477, lr_0 = 1.0000e-03
Loss = 2.7249e-01, PNorm = 56.5389, GNorm = 1.5731, lr_0 = 1.0000e-03
Loss = 5.1785e-01, PNorm = 36.1964, GNorm = 0.2160, lr_0 = 1.0000e-03
Loss = 2.4233e-01, PNorm = 57.1546, GNorm = 0.9792, lr_0 = 1.0000e-03
Loss = 2.4350e-01, PNorm = 56.5530, GNorm = 0.4353, lr_0 = 1.0000e-03
Loss = 5.0347e-01, PNorm = 36.2088, GNorm = 0.1968, lr_0 = 1.0000e-03
Loss = 1.9261e-01, PNorm = 57.1674, GNorm = 0.3918, lr_0 = 1.0000e-03
Loss = 2.9541e-01, PNorm = 56.5674, GNorm = 1.8012, lr_0 = 1.0000e-03
Loss = 1.8998e-01, PNorm = 57.1807, GNorm = 0.7903, lr_0 = 1.0000e-03
Loss = 5.0799e-01, PNorm = 36.2210, GNorm = 0.5253, lr_0 = 1.0000e-03
Loss = 2.1199e-01, PNorm = 56.5821, GNorm = 0.4371, lr_0 = 1.0000e-03
Loss = 2.0429e-01, PNorm = 57.1942, GNorm = 0.4764, lr_0 = 1.0000e-03
Loss = 5.6515e-01, PNorm = 36.2322, GNorm = 0.7223, lr_0 = 1.0000e-03
Loss = 2.2877e-01, PNorm = 56.5962, GNorm = 0.9735, lr_0 = 1.0000e-03
Loss = 2.0726e-01, PNorm = 57.2081, GNorm = 0.6020, lr_0 = 1.0000e-03
Loss = 5.0845e-01, PNorm = 36.2441, GNorm = 0.3111, lr_0 = 1.0000e-03
Loss = 2.0191e-01, PNorm = 56.6103, GNorm = 0.6143, lr_0 = 1.0000e-03
Loss = 2.2473e-01, PNorm = 57.2214, GNorm = 0.4564, lr_0 = 1.0000e-03
Loss = 5.2223e-01, PNorm = 36.2561, GNorm = 0.1109, lr_0 = 1.0000e-03
Loss = 2.1609e-01, PNorm = 56.6242, GNorm = 0.3792, lr_0 = 1.0000e-03
Loss = 2.3093e-01, PNorm = 57.2339, GNorm = 1.2023, lr_0 = 1.0000e-03
Loss = 2.3706e-01, PNorm = 56.6385, GNorm = 0.9011, lr_0 = 1.0000e-03
Loss = 5.3637e-01, PNorm = 36.2682, GNorm = 0.2705, lr_0 = 1.0000e-03
Loss = 2.1044e-01, PNorm = 57.2456, GNorm = 0.4836, lr_0 = 1.0000e-03
Loss = 5.0675e-01, PNorm = 36.2795, GNorm = 0.6179, lr_0 = 1.0000e-03
Loss = 2.3884e-01, PNorm = 56.6531, GNorm = 0.5551, lr_0 = 1.0000e-03
Loss = 5.3372e-01, PNorm = 36.2904, GNorm = 0.4279, lr_0 = 1.0000e-03
Loss = 2.4619e-01, PNorm = 57.2571, GNorm = 0.8176, lr_0 = 1.0000e-03
Loss = 2.0617e-01, PNorm = 56.6679, GNorm = 0.4204, lr_0 = 1.0000e-03
Loss = 2.5704e-01, PNorm = 57.2690, GNorm = 1.6925, lr_0 = 1.0000e-03
Loss = 2.1609e-01, PNorm = 56.6811, GNorm = 0.8696, lr_0 = 1.0000e-03
Loss = 5.6562e-01, PNorm = 36.3018, GNorm = 0.2587, lr_0 = 1.0000e-03
Loss = 2.1009e-01, PNorm = 57.2803, GNorm = 0.5345, lr_0 = 1.0000e-03
Loss = 2.2792e-01, PNorm = 56.6938, GNorm = 0.4935, lr_0 = 1.0000e-03
Loss = 5.3744e-01, PNorm = 36.3135, GNorm = 0.2864, lr_0 = 1.0000e-03
Loss = 2.6054e-01, PNorm = 57.2905, GNorm = 2.0981, lr_0 = 1.0000e-03
Loss = 2.2193e-01, PNorm = 56.7070, GNorm = 0.8469, lr_0 = 1.0000e-03
Loss = 5.2416e-01, PNorm = 36.3255, GNorm = 0.3060, lr_0 = 1.0000e-03
Loss = 2.0730e-01, PNorm = 57.3007, GNorm = 0.4255, lr_0 = 1.0000e-03
Loss = 2.2193e-01, PNorm = 56.7209, GNorm = 0.3635, lr_0 = 1.0000e-03
Loss = 4.7968e-01, PNorm = 36.3382, GNorm = 0.2463, lr_0 = 1.0000e-03
Loss = 2.4399e-01, PNorm = 57.3124, GNorm = 1.4320, lr_0 = 1.0000e-03
Loss = 2.1153e-01, PNorm = 56.7349, GNorm = 0.3213, lr_0 = 1.0000e-03
Loss = 5.4659e-01, PNorm = 36.3510, GNorm = 0.3607, lr_0 = 1.0000e-03
Loss = 2.5064e-01, PNorm = 57.3244, GNorm = 1.1344, lr_0 = 1.0000e-03
Loss = 2.2077e-01, PNorm = 56.7489, GNorm = 0.6390, lr_0 = 1.0000e-03
Loss = 2.3692e-01, PNorm = 57.3358, GNorm = 0.7524, lr_0 = 1.0000e-03
Loss = 5.2164e-01, PNorm = 36.3637, GNorm = 0.1194, lr_0 = 1.0000e-03
Loss = 2.4041e-01, PNorm = 56.7628, GNorm = 0.4194, lr_0 = 1.0000e-03
Loss = 1.8418e-01, PNorm = 56.7776, GNorm = 1.3481, lr_0 = 1.0000e-03
Loss = 5.2837e-01, PNorm = 36.3760, GNorm = 0.2970, lr_0 = 1.0000e-03
Loss = 5.0278e-01, PNorm = 36.3878, GNorm = 0.2415, lr_0 = 1.0000e-03
Loss = 5.2037e-01, PNorm = 36.3995, GNorm = 0.3078, lr_0 = 1.0000e-03
Loss = 5.0411e-01, PNorm = 36.4110, GNorm = 0.1447, lr_0 = 1.0000e-03
Loss = 5.4688e-01, PNorm = 36.4231, GNorm = 0.3002, lr_0 = 1.0000e-03
Loss = 4.6689e-01, PNorm = 36.4355, GNorm = 0.2113, lr_0 = 1.0000e-03
Loss = 5.3194e-01, PNorm = 36.4479, GNorm = 0.0968, lr_0 = 1.0000e-03
Loss = 4.6793e-01, PNorm = 36.4605, GNorm = 0.2270, lr_0 = 1.0000e-03
Validation auc = 0.899746
round 0 best train auc = 0.983512 on epoch 38
round 0 best validation auc = 0.904412 on epoch 38
Epoch 40
Loss = 1.8520e-01, PNorm = 59.9094, GNorm = 1.1001, lr_0 = 1.0000e-03
Loss = 2.3019e-01, PNorm = 59.9186, GNorm = 1.5976, lr_0 = 1.0000e-03
Loss = 1.6696e-01, PNorm = 59.9285, GNorm = 0.3871, lr_0 = 1.0000e-03
Loss = 1.9638e-01, PNorm = 59.9394, GNorm = 1.1415, lr_0 = 1.0000e-03
Loss = 1.8430e-01, PNorm = 59.9519, GNorm = 1.3838, lr_0 = 1.0000e-03
Loss = 1.6340e-01, PNorm = 59.9643, GNorm = 0.4942, lr_0 = 1.0000e-03
Loss = 2.1134e-01, PNorm = 59.9757, GNorm = 1.3565, lr_0 = 1.0000e-03
Loss = 1.7486e-01, PNorm = 59.9871, GNorm = 0.6037, lr_0 = 1.0000e-03
Loss = 1.7051e-01, PNorm = 59.9992, GNorm = 0.5586, lr_0 = 1.0000e-03
Loss = 2.0783e-01, PNorm = 60.0130, GNorm = 1.5413, lr_0 = 1.0000e-03
Loss = 1.8186e-01, PNorm = 60.0267, GNorm = 0.3414, lr_0 = 1.0000e-03
Loss = 1.9145e-01, PNorm = 60.0398, GNorm = 0.9481, lr_0 = 1.0000e-03
Loss = 1.7033e-01, PNorm = 60.0525, GNorm = 0.6838, lr_0 = 1.0000e-03
Loss = 1.5312e-01, PNorm = 60.0654, GNorm = 0.4556, lr_0 = 1.0000e-03
Loss = 2.0897e-01, PNorm = 60.0788, GNorm = 0.6285, lr_0 = 1.0000e-03
Loss = 1.6852e-01, PNorm = 60.0918, GNorm = 0.4452, lr_0 = 1.0000e-03
Loss = 1.7108e-01, PNorm = 60.1039, GNorm = 0.7903, lr_0 = 1.0000e-03
Loss = 1.9519e-01, PNorm = 60.1152, GNorm = 0.4292, lr_0 = 1.0000e-03
Loss = 1.6078e-01, PNorm = 60.1261, GNorm = 0.6069, lr_0 = 1.0000e-03
Loss = 1.7157e-01, PNorm = 60.1368, GNorm = 0.3674, lr_0 = 1.0000e-03
Loss = 1.6238e-01, PNorm = 60.1473, GNorm = 0.3585, lr_0 = 1.0000e-03
Loss = 1.8033e-01, PNorm = 60.1578, GNorm = 0.6157, lr_0 = 1.0000e-03
Loss = 1.6988e-01, PNorm = 60.1686, GNorm = 0.3880, lr_0 = 1.0000e-03
Loss = 1.7418e-01, PNorm = 60.1789, GNorm = 0.5129, lr_0 = 1.0000e-03
Loss = 1.7946e-01, PNorm = 60.1892, GNorm = 0.3980, lr_0 = 1.0000e-03
Loss = 1.7335e-01, PNorm = 60.1990, GNorm = 0.3968, lr_0 = 1.0000e-03
Loss = 1.5471e-01, PNorm = 60.2087, GNorm = 0.5537, lr_0 = 1.0000e-03
Loss = 2.1069e-01, PNorm = 60.2180, GNorm = 0.4187, lr_0 = 1.0000e-03
Loss = 1.9391e-01, PNorm = 60.2268, GNorm = 0.3689, lr_0 = 1.0000e-03
Loss = 1.8829e-01, PNorm = 60.2353, GNorm = 0.7482, lr_0 = 1.0000e-03
Validation auc = 0.901590
round 0 best train auc = 0.976419 on epoch 34
round 0 best validation auc = 0.901769 on epoch 34
Epoch 36
Loss = 1.9274e-01, PNorm = 60.2440, GNorm = 0.5529, lr_0 = 1.0000e-03
Loss = 2.0325e-01, PNorm = 57.3465, GNorm = 1.0709, lr_0 = 1.0000e-03
Validation auc = 0.901211
round 0 best train auc = 0.976346 on epoch 33
round 0 best validation auc = 0.901211 on epoch 33
Epoch 34
Loss = 1.6676e-01, PNorm = 60.2529, GNorm = 0.3759, lr_0 = 1.0000e-03
Loss = 2.1086e-01, PNorm = 57.3580, GNorm = 0.7923, lr_0 = 1.0000e-03
Loss = 1.9437e-01, PNorm = 56.7922, GNorm = 0.8761, lr_0 = 1.0000e-03
Loss = 1.8862e-01, PNorm = 60.2626, GNorm = 0.4767, lr_0 = 1.0000e-03
Loss = 2.0158e-01, PNorm = 57.3697, GNorm = 0.7959, lr_0 = 1.0000e-03
Loss = 2.3424e-01, PNorm = 56.8064, GNorm = 1.0745, lr_0 = 1.0000e-03
Loss = 1.5512e-01, PNorm = 60.2725, GNorm = 0.2968, lr_0 = 1.0000e-03
Loss = 2.3747e-01, PNorm = 57.3824, GNorm = 1.4395, lr_0 = 1.0000e-03
Loss = 1.8984e-01, PNorm = 56.8199, GNorm = 0.4119, lr_0 = 1.0000e-03
Loss = 1.6286e-01, PNorm = 60.2823, GNorm = 0.3663, lr_0 = 1.0000e-03
Loss = 1.8820e-01, PNorm = 57.3950, GNorm = 0.4530, lr_0 = 1.0000e-03
Loss = 2.5055e-01, PNorm = 56.8329, GNorm = 1.2407, lr_0 = 1.0000e-03
Loss = 1.5376e-01, PNorm = 60.2921, GNorm = 0.5368, lr_0 = 1.0000e-03
Loss = 2.1456e-01, PNorm = 57.4074, GNorm = 1.4370, lr_0 = 1.0000e-03
Loss = 1.8537e-01, PNorm = 56.8459, GNorm = 0.5765, lr_0 = 1.0000e-03
Loss = 1.5026e-01, PNorm = 60.3016, GNorm = 0.3595, lr_0 = 1.0000e-03
Loss = 2.0356e-01, PNorm = 57.4197, GNorm = 0.6667, lr_0 = 1.0000e-03
Loss = 2.4463e-01, PNorm = 56.8582, GNorm = 1.2062, lr_0 = 1.0000e-03
Loss = 1.8548e-01, PNorm = 60.3106, GNorm = 0.5360, lr_0 = 1.0000e-03
Loss = 1.6921e-01, PNorm = 57.4326, GNorm = 0.7099, lr_0 = 1.0000e-03
Loss = 2.0819e-01, PNorm = 56.8708, GNorm = 0.5530, lr_0 = 1.0000e-03
Loss = 1.9165e-01, PNorm = 60.3202, GNorm = 0.8774, lr_0 = 1.0000e-03
Loss = 2.3367e-01, PNorm = 57.4458, GNorm = 1.0391, lr_0 = 1.0000e-03
Loss = 1.9097e-01, PNorm = 60.3306, GNorm = 0.7462, lr_0 = 1.0000e-03
Loss = 1.9452e-01, PNorm = 56.8846, GNorm = 0.8607, lr_0 = 1.0000e-03
Loss = 1.9617e-01, PNorm = 57.4585, GNorm = 0.4575, lr_0 = 1.0000e-03
Loss = 1.8932e-01, PNorm = 56.8986, GNorm = 0.5792, lr_0 = 1.0000e-03
Loss = 1.6890e-01, PNorm = 57.4705, GNorm = 0.5691, lr_0 = 1.0000e-03
Loss = 2.2161e-01, PNorm = 56.9117, GNorm = 0.8159, lr_0 = 1.0000e-03
Loss = 1.7872e-01, PNorm = 57.4829, GNorm = 0.6615, lr_0 = 1.0000e-03
Validation auc = 0.785139
round 0 best train auc = 0.802894 on epoch 3
round 0 best validation auc = 0.785139 on epoch 3
Epoch 4
Loss = 1.9839e-01, PNorm = 56.9242, GNorm = 0.6560, lr_0 = 1.0000e-03
Loss = 2.3128e-01, PNorm = 57.4957, GNorm = 0.9296, lr_0 = 1.0000e-03
Loss = 5.3174e-01, PNorm = 36.4730, GNorm = 0.2474, lr_0 = 1.0000e-03
Loss = 1.9367e-01, PNorm = 57.5083, GNorm = 0.3494, lr_0 = 1.0000e-03
Loss = 2.3057e-01, PNorm = 56.9367, GNorm = 0.9185, lr_0 = 1.0000e-03
Loss = 5.0286e-01, PNorm = 36.4864, GNorm = 0.1705, lr_0 = 1.0000e-03
Loss = 2.1839e-01, PNorm = 57.5207, GNorm = 0.6333, lr_0 = 1.0000e-03
Loss = 2.3321e-01, PNorm = 56.9496, GNorm = 0.6635, lr_0 = 1.0000e-03
Loss = 5.1185e-01, PNorm = 36.4992, GNorm = 0.2336, lr_0 = 1.0000e-03
Loss = 2.1120e-01, PNorm = 57.5328, GNorm = 0.4735, lr_0 = 1.0000e-03
Loss = 5.2996e-01, PNorm = 36.5123, GNorm = 0.1681, lr_0 = 1.0000e-03
Loss = 2.2203e-01, PNorm = 56.9623, GNorm = 0.8499, lr_0 = 1.0000e-03
Loss = 2.1831e-01, PNorm = 57.5443, GNorm = 0.9355, lr_0 = 1.0000e-03
Loss = 2.0195e-01, PNorm = 56.9743, GNorm = 0.7146, lr_0 = 1.0000e-03
Loss = 5.0688e-01, PNorm = 36.5251, GNorm = 0.2051, lr_0 = 1.0000e-03
Loss = 2.1592e-01, PNorm = 57.5554, GNorm = 0.4198, lr_0 = 1.0000e-03
Loss = 1.8444e-01, PNorm = 56.9867, GNorm = 0.5127, lr_0 = 1.0000e-03
Loss = 5.3543e-01, PNorm = 36.5376, GNorm = 0.2497, lr_0 = 1.0000e-03
Loss = 1.9691e-01, PNorm = 57.5663, GNorm = 0.9771, lr_0 = 1.0000e-03
Loss = 2.1628e-01, PNorm = 57.0001, GNorm = 0.8711, lr_0 = 1.0000e-03
Loss = 4.9442e-01, PNorm = 36.5501, GNorm = 0.1279, lr_0 = 1.0000e-03
Loss = 1.9954e-01, PNorm = 57.5772, GNorm = 0.4068, lr_0 = 1.0000e-03
Loss = 4.8368e-01, PNorm = 36.5631, GNorm = 0.1521, lr_0 = 1.0000e-03
Loss = 1.9328e-01, PNorm = 57.0133, GNorm = 0.3361, lr_0 = 1.0000e-03
Loss = 2.0318e-01, PNorm = 57.5880, GNorm = 0.4497, lr_0 = 1.0000e-03
Loss = 2.1809e-01, PNorm = 57.0268, GNorm = 0.8162, lr_0 = 1.0000e-03
Loss = 4.9414e-01, PNorm = 36.5763, GNorm = 0.1609, lr_0 = 1.0000e-03
Loss = 2.2977e-01, PNorm = 57.5997, GNorm = 1.1289, lr_0 = 1.0000e-03
Loss = 2.0758e-01, PNorm = 57.0394, GNorm = 0.7293, lr_0 = 1.0000e-03
Loss = 5.0831e-01, PNorm = 36.5900, GNorm = 0.1427, lr_0 = 1.0000e-03
Loss = 1.9461e-01, PNorm = 57.6119, GNorm = 0.5678, lr_0 = 1.0000e-03
Loss = 2.2041e-01, PNorm = 57.0516, GNorm = 0.6705, lr_0 = 1.0000e-03
Loss = 4.7789e-01, PNorm = 36.6048, GNorm = 0.1235, lr_0 = 1.0000e-03
Loss = 2.1589e-01, PNorm = 57.6236, GNorm = 1.1125, lr_0 = 1.0000e-03
Loss = 2.1899e-01, PNorm = 57.0645, GNorm = 0.8586, lr_0 = 1.0000e-03
Loss = 5.0882e-01, PNorm = 36.6194, GNorm = 0.1441, lr_0 = 1.0000e-03
Loss = 2.0729e-01, PNorm = 57.6358, GNorm = 0.5421, lr_0 = 1.0000e-03
Loss = 1.9562e-01, PNorm = 57.0777, GNorm = 0.3908, lr_0 = 1.0000e-03
Loss = 4.4501e-01, PNorm = 36.6345, GNorm = 0.1216, lr_0 = 1.0000e-03
Loss = 2.1571e-01, PNorm = 57.6482, GNorm = 0.8366, lr_0 = 1.0000e-03
Loss = 2.4305e-01, PNorm = 57.0904, GNorm = 0.7959, lr_0 = 1.0000e-03
Loss = 5.0919e-01, PNorm = 36.6489, GNorm = 0.1811, lr_0 = 1.0000e-03
Loss = 2.1623e-01, PNorm = 57.6602, GNorm = 0.6821, lr_0 = 1.0000e-03
Loss = 1.8870e-01, PNorm = 57.1031, GNorm = 0.3986, lr_0 = 1.0000e-03
